Row ID,order_id,order_date,order_priority,quantity,revenue,discount_rate,ship_mode,profit,unit_price,shipping_cost,client_name,region_detail,region,client_segment,product_category,product_subcategory,product_name,pack_type,base_margin_pct,ship_date,order_year,order_month,margin_value,delivery_days
3324,23777,2012-11-26,Not Specified,16,487.7,0.06,Regular Air,-67.54,31.98,6.72,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Boxª Stor/Drawer¨ Steel Plusª,Small Box,0.75,2012-11-27,2012,2012-11,365.775,1
3374,24098,2012-04-17,Critical,42,199.58,0.05,Regular Air,46.31,4.82,1.49,Erin Mull,New Brunswick,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Tuff Stuffª Recycled Round Ring Binders,Small Box,0.36,2012-04-18,2012,2012-04,71.8488,1
3375,24098,2012-04-17,Critical,10,80.59,0.05,Regular Air,-20.49,7.64,5.83,Erin Mull,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2012-04-19,2012,2012-04,29.0124,2
3376,24098,2012-04-17,Critical,32,4158.0725,0.02,Regular Air,836.15,155.99,8.99,Erin Mull,New Brunswick,Atlantic,Small Business,Technology,Telephones and Communication,LX 788,Small Box,0.58,2012-04-18,2012,2012-04,2411.68205,1
3400,24227,2010-08-16,Medium,24,1840.8535,0.01,Regular Air,424.64,85.99,2.79,Karen Seio,New Brunswick,Atlantic,Consumer,Technology,Telephones and Communication,6340,Small Box,0.58,2010-08-18,2010,2010-08,1067.6950299999999,2
3455,24614,2009-11-21,Low,33,1644.59,0.09,Regular Air,-52.92,50.98,6.5,Ionia McGrath,New Brunswick,Atlantic,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,2009-11-28,2009,2009-11,1200.5507,7
3595,25637,2012-02-25,Not Specified,12,2409.424,0.1,Delivery Truck,50.95,259.71,66.67,Erin Mull,New Brunswick,Atlantic,Small Business,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,2012-02-27,2012,2012-02,1469.74864,2
3737,26695,2010-06-06,Not Specified,43,367.11,0.01,Regular Air,163.42,8.34,1.43,Justin Deggeller,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag,0.35,2010-06-08,2010,2010-06,128.4885,2
3797,27078,2012-08-12,Not Specified,22,152.44,0.03,Regular Air,-40.76,6.48,5.86,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.36,2012-08-13,2012,2012-08,54.8784,1
4135,29376,2012-08-11,Critical,20,2850.31,0.09,Regular Air,569.08,155.06,7.07,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,2012-08-13,2012,2012-08,1681.6828999999998,2
4190,29766,2009-03-21,Medium,13,89061.05,0.0,Regular Air,27220.69,6783.02,24.49,Emily Phan,New Brunswick,Atlantic,Consumer,Technology,Office Machines,Polycom ViewStationª ISDN Videoconferencing Unit,Large Box,0.39,2009-03-22,2009,2009-03,34733.8095,1
4191,29766,2009-03-21,Medium,40,6636.664,0.08,Regular Air,1623.7,205.99,8.99,Emily Phan,New Brunswick,Atlantic,Consumer,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,2009-03-21,2009,2009-03,3716.53184,0
4253,30278,2009-09-30,Low,50,2860.93,0.03,Regular Air,832.62,65.99,5.26,Ionia McGrath,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,8860,Small Box,0.56,2009-10-09,2009,2009-09,1602.1208000000001,9
4302,30626,2011-04-25,Critical,23,220.82,0.1,Express Air,77.68,9.93,1.09,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off¨ China Markers,Wrap Bag,0.43,2011-04-26,2011,2011-04,94.95259999999999,1
4328,30851,2010-09-21,Low,16,336.29,0.08,Regular Air,-52.14,21.38,8.99,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2010-09-25,2010,2010-09,198.4111,4
4452,31718,2010-11-27,Low,24,1390.6935,0.03,Regular Air,168.46,65.99,7.69,Nona Balk,New Brunswick,Atlantic,Corporate,Technology,Telephones and Communication,5190,Small Box,0.59,2010-12-01,2010,2010-11,820.509165,4
4453,31718,2010-11-27,Low,20,1017.2885,0.1,Regular Air,-115.3,65.99,8.99,Nona Balk,New Brunswick,Atlantic,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,2010-12-04,2010,2010-11,610.3731,7
4508,32070,2009-07-17,Medium,50,86.7,0.07,Regular Air,-185.34,1.76,4.86,Patrick Jones,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,2009-07-17,2009,2009-07,35.547,0
4871,34661,2010-01-20,Critical,26,864.16,0.09,Regular Air,-175.47,33.98,19.99,Nathan Mautz,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"Linden¨ 12"" Wall Clock With Oak Frame",Small Box,0.55,2010-01-22,2010,2010-01,475.288,2
4886,34754,2012-06-04,Critical,16,623.35,0.03,Regular Air,235.51,37.94,5.08,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2012-06-06,2012,2012-06,236.87300000000002,2
4975,35392,2012-02-23,High,9,70.88,0.01,Regular Air,-50.2,6.48,9.68,Erin Mull,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2012-02-23,2012,2012-02,25.516799999999996,0
5066,36103,2012-04-29,Critical,10,55.82,0.01,Regular Air,-28.85,4.82,5.72,Nathan Mautz,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2012-05-01,2012,2012-04,26.2354,2
5067,36103,2012-04-29,Critical,45,1335.316,0.03,Regular Air,701.66,35.99,0.99,Nathan Mautz,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,2012-05-01,2012,2012-04,467.3606,2
5221,37157,2010-02-20,High,39,213.0,0.01,Regular Air,-71.09,5.28,5.06,Nathan Mautz,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Astroparche¨ Fine Business Paper,Small Box,0.37,2010-02-22,2010,2010-02,78.81,2
5368,38176,2010-08-15,High,39,231.08,0.01,Express Air,-79.08,5.28,5.57,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 1981,Small Box,0.4,2010-08-16,2010,2010-08,92.43200000000002,1
5369,38176,2010-08-15,High,48,428.36,0.06,Express Air,74.75,9.11,2.25,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,2010-08-17,2010,2010-08,222.74720000000002,2
5424,38531,2011-12-05,Low,26,118.43,0.02,Express Air,11.96,4.2,2.26,Ionia McGrath,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36,2011-12-12,2011,2011-12,42.6348,7
5704,40354,2009-01-03,High,29,172.51,0.03,Regular Air,12.55,5.58,2.99,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ª Binder With Locking Rings,Small Box,0.37,2009-01-04,2009,2009-01,63.8287,1
5705,40354,2009-01-03,High,4,698.0,0.09,Delivery Truck,-93.16,212.6,52.2,Patrick Jones,New Brunswick,Atlantic,Home Office,Furniture,Tables,Bush Advantage Collection¨ Round Conference Table,Jumbo Box,0.64,2009-01-04,2009,2009-01,446.72,1
5748,40832,2010-03-29,High,22,447.23,0.03,Regular Air,122.78,20.24,6.67,Erin Mull,New Brunswick,Atlantic,Small Business,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,2010-03-30,2010,2010-03,219.14270000000002,1
5865,41632,2010-12-01,Low,34,1541.458,0.05,Regular Air,-238.16,55.99,5.0,Patrick Jones,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2010-12-08,2010,2010-12,1279.41014,7
5897,41825,2009-08-22,Critical,43,3277.39,0.02,Regular Air,286.01,73.98,4.0,Patrick Gardner,New Brunswick,Atlantic,Consumer,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,2009-08-23,2009,2009-08,2523.5903,1
5976,42373,2011-08-17,Not Specified,11,127.32,0.1,Express Air,22.96,10.91,2.99,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D¨ Binders,Small Box,0.38,2011-08-18,2011,2011-08,48.3816,1
6277,44423,2012-07-29,Critical,39,248.64,0.08,Regular Air,-69.27,6.28,5.29,Nona Balk,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon¨ 200 Classª Desk Accessories, Burgundy",Small Box,0.43,2012-07-30,2012,2012-07,106.9152,1
6447,45863,2010-09-19,Low,5,845.614,0.01,Express Air,-653.49,195.99,4.2,Patrick Jones,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,688,Small Box,0.6,2010-09-23,2010,2010-09,507.3684,4
6615,47078,2010-04-19,Medium,18,84.74,0.06,Regular Air,34.1,4.91,0.5,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Labels,Avery 493,Small Box,0.36,2010-04-19,2010,2010-04,30.506399999999996,0
6616,47078,2010-04-19,Medium,43,279.83,0.01,Regular Air,77.04,6.04,2.14,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Ó x 11Ó",Wrap Bag,0.38,2010-04-20,2010,2010-04,106.33539999999999,1
6617,47078,2010-04-19,Medium,20,98.57,0.07,Regular Air,-49.64,4.98,5.02,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Paper,Xerox 1989,Small Box,0.38,2010-04-20,2010,2010-04,37.456599999999995,1
6703,47747,2011-11-21,High,40,102.15,0.03,Express Air,-138.51,2.08,5.33,Patrick Gardner,New Brunswick,Atlantic,Consumer,Furniture,Office Furnishings,Eldon¨ Wave Desk Accessories,Small Box,0.43,2011-11-23,2011,2011-11,43.9245,2
6710,47810,2011-08-14,Critical,3,19.57,0.02,Regular Air,-5.35,5.84,1.2,Ionia McGrath,New Brunswick,Atlantic,Home Office,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2011-08-15,2011,2011-08,10.7635,1
6861,48896,2009-10-28,Critical,43,856.9,0.02,Regular Air,106.93,18.97,9.54,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2009-10-30,2009,2009-10,317.053,2
6974,49830,2009-07-09,Critical,16,519.65,0.03,Express Air,26.36,30.98,8.99,Ionia McGrath,New Brunswick,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,2009-07-11,2009,2009-07,301.397,2
7353,52389,2011-10-21,Critical,31,655.33,0.08,Regular Air,-57.16,21.38,8.99,Justin Deggeller,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2011-10-21,2011,2011-10,386.6447,0
7373,52576,2009-03-28,Low,10,958.18,0.03,Delivery Truck,126.81,90.97,14.0,Tony Sayre,New Brunswick,Atlantic,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,2009-03-28,2009,2009-03,344.9448,0
7510,53605,2010-08-03,Medium,19,506.49,0.06,Regular Air,105.69,25.98,5.37,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5,2010-08-05,2010,2010-08,253.245,2
7511,53605,2010-08-03,Medium,48,8367.68,0.06,Delivery Truck,886.35,170.98,35.89,Karen Seio,New Brunswick,Atlantic,Consumer,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,2010-08-05,2010,2010-08,5522.6688,2
7512,53605,2010-08-03,Medium,1,74.31,0.07,Regular Air,-73.1,41.47,34.2,Karen Seio,New Brunswick,Atlantic,Consumer,Furniture,Office Furnishings,Eldon Econocleat¨ Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2010-08-05,2010,2010-08,54.2463,2
7536,53891,2009-01-22,High,27,4584.73,0.07,Regular Air,812.38,179.99,19.99,Nathan Mautz,New Brunswick,Atlantic,Home Office,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,2009-01-23,2009,2009-01,2200.6703999999995,1
7537,53891,2009-01-22,High,44,4039.72,0.02,Express Air,-237.6,92.23,39.61,Nathan Mautz,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,2009-01-23,2009,2009-01,2706.6124,1
7538,53891,2009-01-22,High,25,2570.944,0.03,Express Air,553.36,115.99,5.92,Nathan Mautz,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,8890,Small Box,0.58,2009-01-23,2009,2009-01,1491.14752,1
7748,55460,2012-05-26,High,49,1944.87,0.06,Regular Air,496.43,41.71,4.5,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,0.56,2012-05-28,2012,2012-05,1089.1272000000001,2
7749,55460,2012-05-26,High,12,61.82,0.1,Regular Air,-10.45,5.34,2.99,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,2012-05-27,2012,2012-05,23.491600000000002,1
7815,55877,2010-02-02,Not Specified,40,144.28,0.01,Express Air,52.94,3.08,0.99,Erin Mull,New Brunswick,Atlantic,Corporate,Office Supplies,Labels,Avery 511,Small Box,0.37,2010-02-04,2010,2010-02,53.3836,2
7816,55877,2010-02-02,Not Specified,19,126.53,0.03,Regular Air,-73.38,5.98,7.5,Erin Mull,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2010-02-03,2010,2010-02,50.612,1
7927,56647,2011-08-03,Medium,41,417.53,0.02,Regular Air,-309.06,9.98,12.52,Tony Sayre,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,"Eldon¨ Expressionsª Wood and Plastic Desk Accessories, Oak",Small Box,0.57,2011-08-04,2011,2011-08,237.99209999999997,1
8044,57475,2010-10-04,Low,32,167.07,0.04,Regular Air,-93.23,4.91,5.68,Tony Sayre,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,2010-10-11,2010,2010-10,60.145199999999996,7
8045,57475,2010-10-04,Low,34,554.88,0.06,Regular Air,-145.33,15.99,13.18,Tony Sayre,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2010-10-04,2010,2010-10,205.3056,0
8046,57475,2010-10-04,Low,48,309.65,0.04,Regular Air,-79.81,6.54,5.27,Tony Sayre,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones¨ Four-Pocket Poly Binders,Small Box,0.36,2010-10-04,2010,2010-10,111.47399999999999,0
8047,57475,2010-10-04,Low,24,152.37,0.09,Regular Air,-76.53,6.48,6.6,Tony Sayre,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,2010-10-06,2010,2010-10,56.3769,2
8062,57537,2012-09-18,Medium,13,76.38,0.03,Express Air,-29.69,4.82,5.24,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39,2012-09-19,2012,2012-09,29.7882,1
8063,57537,2012-09-18,Medium,29,2948.63,0.05,Regular Air,888.62,100.97,7.18,Patrick Jones,New Brunswick,Atlantic,Home Office,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box,0.46,2012-09-19,2012,2012-09,1356.3698000000002,1
8064,57537,2012-09-18,Medium,4,18.33,0.09,Regular Air,-7.08,3.98,2.97,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35,2012-09-18,2012,2012-09,6.415499999999999,0
8087,57698,2012-01-06,Critical,10,86.0,0.05,Regular Air,-66.91,7.77,9.23,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2012-01-07,2012,2012-01,49.879999999999995,1
8088,57698,2012-01-06,Critical,13,4805.36,0.04,Regular Air,1127.31,363.25,19.99,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Appliances,Hoover WindTunnelª Plus Canister Vacuum,Small Box,0.57,2012-01-08,2012,2012-01,2739.0552,2
8143,58241,2010-09-07,Critical,36,146.71,0.01,Regular Air,38.63,4.0,1.3,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,EcoTones¨ Memo Sheets,Wrap Bag,0.37,2010-09-08,2010,2010-09,54.282700000000006,1
8144,58241,2010-09-07,Critical,36,475.92,0.05,Regular Air,-95.3,12.88,4.59,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,2010-09-08,2010,2010-09,390.2544,1
16,96,2009-04-16,High,37,4158.1235,0.01,Regular Air,1228.89,125.99,8.99,Keith Dawkins,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.55,2009-04-18,2009,2009-04,2286.967925,2
93,610,2011-08-01,Critical,38,283.65,0.02,Express Air,-29.21,6.68,5.41,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 195,Small Box,0.37,2011-08-03,2011,2011-08,104.95049999999999,2
95,612,2012-10-20,Medium,50,262.87,0.1,Regular Air,-166.29,5.28,6.26,Sheri Gordon,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2012-10-22,2012,2012-10,105.14800000000001,2
96,612,2012-10-20,Medium,43,2531.0875,0.01,Regular Air,881.68,65.99,2.5,Sheri Gordon,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,6190,Small Box,0.55,2012-10-22,2012,2012-10,1392.0981250000002,2
216,1440,2011-08-09,Low,41,726.22,0.01,Regular Air,52.47,17.67,8.99,Stefanie Holloman,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,2011-08-11,2011,2011-08,341.3234,2
553,3749,2011-02-23,Medium,27,353.62,0.01,Regular Air,140.15,12.97,1.49,Ken Black,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,2011-02-25,2011,2011-02,123.767,2
598,4070,2011-06-11,High,22,646.07,0.06,Express Air,237.75,28.48,1.99,Joe Elijah,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2011-06-11,2011,2011-06,258.42800000000005,0
687,4774,2010-04-19,Medium,4,126.87,0.08,Regular Air,-125.99,32.98,5.5,Lindsay Williams,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,2010-04-20,2010,2010-04,95.1525,1
958,6947,2011-07-19,Critical,9,520.49,0.0,Regular Air,-51.01,51.65,18.45,Logan Currie,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box,0.65,2011-07-21,2011,2011-07,338.31850000000003,2
962,6979,2009-02-27,Critical,28,334.89,0.03,Regular Air,-1.44,11.99,5.99,Keith Dawkins,Manitoba,Prarie,Home Office,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box,0.36,2009-02-28,2009,2009-02,120.56039999999999,1
985,7107,2012-01-04,Not Specified,3,172.04,0.02,Regular Air,143.08,54.2,11.1,Steve Chapman,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Advantage¨ Foldable Chair Mats for Low Pile Carpets,Medium Box,0.64,2012-01-04,2012,2012-01,110.1056,0
986,7107,2012-01-04,Not Specified,3,113.14,0.06,Regular Air,-21.23,37.94,5.08,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Paper,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2012-01-06,2012,2012-01,42.9932,2
987,7107,2012-01-04,Not Specified,32,1724.82,0.1,Regular Air,407.8,55.29,5.08,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,0.59,2012-01-05,2012,2012-01,1017.6437999999999,1
1132,8288,2011-05-09,Critical,22,1337.81,0.02,Regular Air,407.12,59.78,10.29,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,2011-05-10,2011,2011-05,521.7459,1
1187,8678,2012-09-30,Low,31,937.8,0.0,Regular Air,27.12,29.74,6.64,Ken Black,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,Acco Perma¨ 2700 Stacking Storage Drawers,Small Box,0.7,2012-10-05,2012,2012-09,656.4599999999999,5
1480,10659,2009-05-14,Critical,40,227.37,0.0,Regular Air,-92.07,5.28,5.61,Dave Brooks,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1954,Small Box,0.4,2009-05-14,2009,2009-05,90.94800000000001,0
1489,10695,2011-05-02,High,39,6330.086,0.1,Regular Air,1421.89,205.99,2.5,Deborah Brumfield,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,V70,Small Box,0.59,2011-05-03,2011,2011-05,3734.75074,1
1620,11719,2011-02-05,Not Specified,3,1566.8,0.06,Delivery Truck,-1044.92,500.97,69.3,Keith Dawkins,Manitoba,Prarie,Home Office,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2011-02-06,2011,2011-02,579.716,1
1621,11719,2011-02-05,Not Specified,30,616.01,0.09,Regular Air,-74.88,21.38,8.99,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2011-02-05,2011,2011-02,363.4459,0
1622,11719,2011-02-05,Not Specified,17,438.6085,0.01,Regular Air,-56.05,28.99,8.59,Keith Dawkins,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,2011-02-05,2011,2011-02,245.62076000000002,0
1651,11908,2010-05-25,Not Specified,5,1386.6,0.09,Delivery Truck,-556.18,280.98,57.0,Marc Crier,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2010-05-27,2010,2010-05,1081.548,2
1923,13765,2009-04-05,Not Specified,45,1553.38,0.1,Regular Air,180.88,36.55,13.89,Scot Wooten,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,2009-04-07,2009,2009-04,636.8858,2
1967,14055,2009-09-01,High,21,441.7,0.08,Regular Air,167.18,22.23,3.63,Keith Dawkins,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52,2009-09-03,2009,2009-09,229.684,2
2010,14342,2009-04-27,Low,38,10823.84,0.09,Regular Air,3857.43,300.97,7.18,Deborah Brumfield,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,2009-04-27,2009,2009-04,5195.4432,0
2063,14756,2009-08-31,Low,2,42.3,0.06,Regular Air,-25.38,19.23,6.15,Steve Chapman,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,0.44,2009-08-31,2009,2009-08,18.612,0
2065,14785,2009-10-09,High,20,94.86,0.08,Regular Air,39.69,4.91,0.5,Nicole Brennan,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 493,Small Box,0.36,2009-10-09,2009,2009-10,34.1496,0
2066,14785,2009-10-09,High,25,744.12,0.02,Regular Air,146.51,28.15,6.17,Nicole Brennan,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,2009-10-10,2009,2009-10,409.266,1
2079,14855,2010-04-30,Not Specified,44,174.9,0.06,Express Air,-150.9,3.58,5.47,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,2010-05-02,2010,2010-04,64.71300000000001,2
2080,14855,2010-04-30,Not Specified,48,103.8,0.1,Regular Air,-150.53,2.23,4.57,John Lee,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Pizzazª Desk Accessories,Small Pack,0.41,2010-05-02,2010,2010-04,42.558,2
2081,14855,2010-04-30,Not Specified,19,2557.51,0.01,Delivery Truck,-168.48,124.49,51.94,John Lee,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2010-05-02,2010,2010-04,1611.2313000000001,2
2105,15045,2010-08-20,Not Specified,11,1378.72,0.07,Delivery Truck,-640.6,122.99,70.2,Logan Currie,Manitoba,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2010-08-22,2010,2010-08,1020.2528,2
2266,16289,2010-07-17,High,49,5610.612,0.01,Regular Air,2040.87,125.99,2.5,John Lee,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,V2397,Small Box,0.58,2010-07-19,2010,2010-07,3254.15496,2
2718,19621,2011-09-07,Critical,20,67.03,0.04,Regular Air,-30.4,3.14,1.92,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2011-09-08,2011,2011-09,56.3052,1
2719,19621,2011-09-07,Critical,15,140.82,0.08,Express Air,-43.26,7.98,6.5,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.59,2011-09-08,2011,2011-09,83.0838,1
2771,20036,2010-12-05,Not Specified,28,4371.92,0.03,Delivery Truck,-533.44,150.98,66.27,John Lee,Manitoba,Prarie,Corporate,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,2010-12-08,2010,2010-12,2841.748,3
